level,notation,prefLabel
2,843,"French fiction"
2,844,"French essays"
2,845,"French speeches"
2,846,"French letters"
2,847,"French humor & satire"
2,848,"French miscellaneous writings"
2,849,"Occitan & Catalan literatures"
1,85,"Italian, Romanian & related literatures"
2,850,"Italian, Romanian & related literatures"
2,851,"Italian poetry"
2,852,"Italian drama"
2,853,"Italian fiction"
2,854,"Italian essays"
2,855,"Italian speeches"
2,856,"Italian letters"
2,857,"Italian humor & satire"
2,858,"Italian miscellaneous writings"
2,859,"Romanian & related literatures"
1,86,"Spanish & Portuguese literatures"
2,860,"Spanish & Portuguese literatures"
2,861,"Spanish poetry"
2,862,"Spanish drama"
2,863,"Spanish fiction"
2,864,"Spanish essays"
2,865,"Spanish speeches"
2,866,"Spanish letters"
2,867,"Spanish humor & satire"
2,868,"Spanish miscellaneous writings"
2,869,"Portuguese literature"
1,87,"Latin & Italic literatures"
2,870,"Italic literatures; Latin literature"
2,871,"Latin poetry"
2,872,"Latin dramatic poetry & drama"
2,873,"Latin epic poetry & fiction"
2,874,"Latin lyric poetry"
2,875,"Latin speeches"
2,876,"Latin letters"
2,877,"Latin humor & satire"
2,878,"Latin miscellaneous writings"
2,879,"Literatures of other Italic languages"
1,88,"Classical & modern Greek literatures"
2,880,"Hellenic literatures; classical Greek"
2,881,"Classical Greek poetry"
2,882,"Classical Greek dramatic poetry & drama"
2,883,"Classical Greek epic poetry & fiction"
2,884,"Classical Greek lyric poetry"
2,885,"Classical Greek speeches"
2,886,"Classical Greek letters"
2,887,"Classical Greek humor & satire"
2,888,"Classical Greek miscellaneous writings"
2,889,"Modern Greek literature"
1,89,"Other literatures"
2,890,"Literatures of other languages"
2,891,"East Indo-European & Celtic literatures"
2,892,"Afro-Asiatic literatures; Semitic literatures"
2,893,"Non-Semitic Afro-Asiatic literatures"
2,894,"Altaic, Uralic, Hyperborean & Dravidian"
2,895,"Literatures of East & Southeast Asia"
2,896,"African literatures"
2,897,"North American native literatures"
2,898,"South American native literatures"
2,899,"Austronesian & other literatures"
0,9,"History & geography"
1,90,"History"
2,900,"History & geography"
